PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Reina, Alfonso; Jia, Xiaoting; Ho, John; Nezich, Daniel; Son, Hyungbin; Bulovic, Vladimir; Dresselhaus, Mildred S.; Kong, Jing								Large Area, Few-Layer Graphene Films on Arbitrary Substrates by Chemical Vapor Deposition								NANO LETTERS				9	1			30	35		10.1021/nl801827v			JAN 2009	2009										3898							WOS:000262519100006		
J	Geim, A. K.; Grigorieva, I. V.								Van der Waals heterostructures								NATURE				499	7459			419	425		10.1038/nature12385			JUL 25 2013	2013										3870							WOS:000322157900029		
J	Ferrari, Andrea C.								Raman spectroscopy of graphene and graphite: Disorder, electron-phonon coupling, doping and nonadiabatic effects								SOLID STATE COMMUNICATIONS				143	1-2			47	57		10.1016/j.ssc.2007.03.052			JUL 2007	2007										3843							WOS:000247947100009		
J	Allen, Matthew J.; Tung, Vincent C.; Kaner, Richard B.								Honeycomb Carbon: A Review of Graphene								CHEMICAL REVIEWS				110	1			132	145		10.1021/cr900070d			JAN 2010	2010										3834							WOS:000274255700006		
J	Kane, CL; Mele, EJ								Quantum spin Hall effect in graphene								PHYSICAL REVIEW LETTERS				95	22					226801	10.1103/PhysRevLett.95.226801			NOV 25 2005	2005										3774							WOS:000233458500054		
J	Zhang, Li Li; Zhao, X. S.								Carbon-based materials as supercapacitor electrodes								CHEMICAL SOCIETY REVIEWS				38	9			2520	2531		10.1039/b813846j			2009	2009										3714							WOS:000269088000002		
J	Coleman, Jonathan N.; Lotya, Mustafa; O'Neill, Arlene; Bergin, Shane D.; King, Paul J.; Khan, Umar; Young, Karen; Gaucher, Alexandre; De, Sukanta; Smith, Ronan J.; Shvets, Igor V.; Arora, Sunil K.; Stanton, George; Kim, Hye-Young; Lee, Kangho; Kim, Gyu Tae; Duesberg, Georg S.; Hallam, Toby; Boland, John J.; Wang, Jing Jing; Donegan, John F.; Grunlan, Jaime C.; Moriarty, Gregory; Shmeliov, Aleksey; Nicholls, Rebecca J.; Perkins, James M.; Grieveson, Eleanor M.; Theuwissen, Koenraad; McComb, David W.; Nellist, Peter D.; Nicolosi, Valeria								Two-Dimensional Nanosheets Produced by Liquid Exfoliation of Layered Materials								SCIENCE				331	6017			568	571		10.1126/science.1194975			FEB 4 2011	2011										3638							WOS:000286933600049		
J	Han, Melinda Y.; Oezyilmaz, Barbaros; Zhang, Yuanbo; Kim, Philip								Energy band-gap engineering of graphene nanoribbons								PHYSICAL REVIEW LETTERS				98	20					206805	10.1103/PhysRevLett.98.206805			MAY 18 2007	2007										3633							WOS:000246624000056		
J	Li, Xiaolin; Wang, Xinran; Zhang, Li; Lee, Sangwon; Dai, Hongjie								Chemically derived, ultrasmooth graphene nanoribbon semiconductors								SCIENCE				319	5867			1229	1232		10.1126/science.1150878			FEB 29 2008	2008										3567							WOS:000253530600039		
J	Hernandez, Yenny; Nicolosi, Valeria; Lotya, Mustafa; Blighe, Fiona M.; Sun, Zhenyu; De, Sukanta; McGovern, I. T.; Holland, Brendan; Byrne, Michele; Gun'ko, Yurii K.; Boland, John J.; Niraj, Peter; Duesberg, Georg; Krishnamurthy, Satheesh; Goodhue, Robbie; Hutchison, John; Scardaci, Vittorio; Ferrari, Andrea C.; Coleman, Jonathan N.								High-yield production of graphene by liquid-phase exfoliation of graphite								NATURE NANOTECHNOLOGY				3	9			563	568		10.1038/nnano.2008.215			SEP 2008	2008										3549							WOS:000259013100015		
J	Li, Likai; Yu, Yijun; Ye, Guo Jun; Ge, Qingqin; Ou, Xuedong; Wu, Hua; Feng, Donglai; Chen, Xian Hui; Zhang, Yuanbo								Black phosphorus field-effect transistors								NATURE NANOTECHNOLOGY				9	5			372	377		10.1038/NNANO.2014.35			MAY 2014	2014										3427							WOS:000336235800014		
J	Son, Young-Woo; Cohen, Marvin L.; Louie, Steven G.								Energy gaps in graphene nanoribbons								PHYSICAL REVIEW LETTERS				97	21					216803	10.1103/PhysRevLett.97.216803			NOV 24 2006	2006										3399							WOS:000242219900037		
J	Dean, C. R.; Young, A. F.; Meric, I.; Lee, C.; Wang, L.; Sorgenfrei, S.; Watanabe, K.; Taniguchi, T.; Kim, P.; Shepard, K. L.; Hone, J.								Boron nitride substrates for high-quality graphene electronics								NATURE NANOTECHNOLOGY				5	10			722	726		10.1038/nnano.2010.172			OCT 2010	2010										3384							WOS:000282578000010		
J	Schwierz, Frank								Graphene transistors								NATURE NANOTECHNOLOGY				5	7			487	496		10.1038/NNANO.2010.89			JUL 2010	2010										3242							WOS:000280529800009		
J	Koenig, Markus; Wiedmann, Steffen; Bruene, Christoph; Roth, Andreas; Buhmann, Hartmut; Molenkamp, Laurens W.; Qi, Xiao-Liang; Zhang, Shou-Cheng								Quantum spin hall insulator state in HgTe quantum wells								SCIENCE				318	5851			766	770		10.1126/science.1148047			NOV 2 2007	2007										3139							WOS:000250583900033		
J	Eda, Goki; Fanchini, Giovanni; Chhowalla, Manish								Large-area ultrathin films of reduced graphene oxide as a transparent and flexible electronic material								NATURE NANOTECHNOLOGY				3	5			270	274		10.1038/nnano.2008.83			MAY 2008	2008										3089							WOS:000255756200011		
J	Wang, Xuan; Zhi, Linjie; Muellen, Klaus								Transparent, conductive graphene electrodes for dye-sensitized solar cells								NANO LETTERS				8	1			323	327		10.1021/nl072838r			JAN 2008	2008										3053							WOS:000252257700057		
J	Son, Young-Woo; Cohen, Marvin L.; Louie, Steven G.								Half-metallic graphene nanoribbons								NATURE				444	7117			347	349		10.1038/nature05180			NOV 16 2006	2006										2997							WOS:000242018300043		
J	Malard, L. M.; Pimenta, M. A.; Dresselhaus, G.; Dresselhaus, M. S.								Raman spectroscopy in graphene								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				473	5-6			51	87		10.1016/j.physrep.2009.02.003			APR 2009	2009										2794							WOS:000266061300001		
J	Balandin, Alexander A.								Thermal properties of graphene and nanostructured carbon materials								NATURE MATERIALS				10	8			569	581		10.1038/NMAT3064			AUG 2011	2011										2768							WOS:000293000000015		
J	Liu, Han; Neal, Adam T.; Zhu, Zhen; Luo, Zhe; Xu, Xianfan; Tomanek, David; Ye, Peide D.								Phosphorene: An Unexplored 2D Semiconductor with a High Hole Mobility								ACS NANO				8	4			4033	4041		10.1021/nn501226z			APR 2014	2014										2712							WOS:000334990600102		
J	Rao, C. N. R.; Sood, A. K.; Subrahmanyam, K. S.; Govindaraj, A.								Graphene: The New Two-Dimensional Nanomaterial								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				48	42			7752	7777		10.1002/anie.200901678			2009	2009										2673							WOS:000270846600005		
J	Qu, Liangti; Liu, Yong; Baek, Jong-Beom; Dai, Liming								Nitrogen-Doped Graphene as Efficient Metal-Free Electrocatalyst for Oxygen Reduction in Fuel Cells								ACS NANO				4	3			1321	1326		10.1021/nn901850u			MAR 2010	2010										2669							WOS:000275858200010		
J	Ferrari, Andrea C.; Basko, Denis M.								Raman spectroscopy as a versatile tool for studying the properties of graphene								NATURE NANOTECHNOLOGY				8	4			235	246		10.1038/nnano.2013.46			APR 2013	2013										2626							WOS:000317046800008		
J	Baker, Sheila N.; Baker, Gary A.								Luminescent Carbon Nanodots: Emergent Nanolights								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				49	38			6726	6744		10.1002/anie.200906623			2010	2010										2505							WOS:000282541300004		
J	Xu, Yuxi; Bai, Hua; Lu, Gewu; Li, Chun; Shi, Gaoquan								Flexible graphene films via the filtration of water-soluble noncovalent functionalized graphene sheets								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				130	18			5856	+		10.1021/ja800745y			MAY 7 2008	2008										2502							WOS:000255629400013		
J	Schniepp, HC; Li, JL; McAllister, MJ; Sai, H; Herrera-Alonso, M; Adamson, DH; Prud'homme, RK; Car, R; Saville, DA; Aksay, IA								Functionalized single graphene sheets derived from splitting graphite oxide								JOURNAL OF PHYSICAL CHEMISTRY B				110	17			8535	8539		10.1021/jp060936f			MAY 4 2006	2006										2497							WOS:000237409500002		
J	Liu, Zhuang; Robinson, Joshua T.; Sun, Xiaoming; Dai, Hongjie								PEGylated nanographene oxide for delivery of water-insoluble cancer drugs								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				130	33			10876	+		10.1021/ja803688x			AUG 20 2008	2008										2422							WOS:000258415900023		
J	McAllister, Michael J.; Li, Je-Luen; Adamson, Douglas H.; Schniepp, Hannes C.; Abdala, Ahmed A.; Liu, Jun; Herrera-Alonso, Margarita; Milius, David L.; Car, Roberto; Prud'homme, Robert K.; Aksay, Ilhan A.								Single sheet functionalized graphene by oxidation and thermal expansion of graphite								CHEMISTRY OF MATERIALS				19	18			4396	4404		10.1021/cm0630800			SEP 4 2007	2007										2420							WOS:000249021300007		
J	Huang, Xiao; Qi, Xiaoying; Boey, Freddy; Zhang, Hua								Graphene-based composites								CHEMICAL SOCIETY REVIEWS				41	2			666	686		10.1039/c1cs15078b			2012	2012										2362							WOS:000298854900011		
J	Pimenta, M. A.; Dresselhaus, G.; Dresselhaus, M. S.; Cancado, L. G.; Jorio, A.; Saito, R.								Studying disorder in graphite-based systems by Raman spectroscopy								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				9	11			1276	1291		10.1039/b613962k			2007	2007										2351							WOS:000244776800001		
J	Kosynkin, Dmitry V.; Higginbotham, Amanda L.; Sinitskii, Alexander; Lomeda, Jay R.; Dimiev, Ayrat; Price, B. Katherine; Tour, James M.								Longitudinal unzipping of carbon nanotubes to form graphene nanoribbons								NATURE				458	7240			872	U5		10.1038/nature07872			APR 16 2009	2009										2302							WOS:000265182500039		
J	Butler, Sheneve Z.; Hollen, Shawna M.; Cao, Linyou; Cui, Yi; Gupta, Jay A.; Gutierrez, Humberto R.; Heinz, Tony F.; Hong, Seung Sae; Huang, Jiaxing; Ismach, Ariel F.; Johnston-Halperin, Ezekiel; Kuno, Masaru; Plashnitsa, Vladimir V.; Robinson, Richard D.; Ruoff, Rodney S.; Salahuddin, Sayeef; Shan, Jie; Shi, Li; Spencer, Michael G.; Terrones, Mauricio; Windl, Wolfgang; Goldberger, Joshua E.								Progress, Challenges, and Opportunities in Two-Dimensional Materials Beyond Graphene								ACS NANO				7	4			2898	2926		10.1021/nn400280c			APR 2013	2013										2282							WOS:000318143300005		
J	Ohta, Taisuke; Bostwick, Aaron; Seyller, Thomas; Horn, Karsten; Rotenberg, Eli								Controlling the electronic structure of bilayer graphene								SCIENCE				313	5789			951	954		10.1126/science.1130681			AUG 18 2006	2006										2280							WOS:000239817000038		
J	Becerril, Hdctor A.; Mao, Jie; Liu, Zunfeng; Stoltenberg, Randall M.; Bao, Zhenan; Chen, Yongsheng								Evaluation of solution-processed reduced graphene oxide films as transparent conductors								ACS NANO				2	3			463	470		10.1021/nn700375n			MAR 2008	2008										2271							WOS:000254408000014		
J	Chen, Zongping; Ren, Wencai; Gao, Libo; Liu, Bilu; Pei, Songfeng; Cheng, Hui-Ming								Three-dimensional flexible and conductive interconnected graphene networks grown by chemical vapour deposition								NATURE MATERIALS				10	6			424	428		10.1038/NMAT3001			JUN 2011	2011										2263							WOS:000290855100015		
J	Xia, Y.; Qian, D.; Hsieh, D.; Wray, L.; Pal, A.; Lin, H.; Bansil, A.; Grauer, D.; Hor, Y. S.; Cava, R. J.; Hasan, M. Z.								Observation of a large-gap topological-insulator class with a single Dirac cone on the surface								NATURE PHYSICS				5	6			398	402		10.1038/NPHYS1274			JUN 2009	2009										2254							WOS:000266544800016		
J	Pei, Songfeng; Cheng, Hui-Ming								The reduction of graphene oxide								CARBON				50	9			3210	3228		10.1016/j.carbon.2011.11.010			AUG 2012	2012										2249							WOS:000304644700014		
J	Lee, Changgu; Yan, Hugen; Brus, Louis E.; Heinz, Tony F.; Hone, James; Ryu, Sunmin								Anomalous Lattice Vibrations of Single- and Few-Layer MoS2								ACS NANO				4	5			2695	2700		10.1021/nn1003937			MAY 2010	2010										2241							WOS:000277976900028		
J	Lopez-Sanchez, Oriol; Lembke, Dominik; Kayci, Metin; Radenovic, Aleksandra; Kis, Andras								Ultrasensitive photodetectors based on monolayer MoS2								NATURE NANOTECHNOLOGY				8	7			497	501		10.1038/NNANO.2013.100			JUL 2013	2013										2215							WOS:000321248700012		
J	Lui, Chun Hung; Mak, Kin Fai; Shan, Jie; Heinz, Tony F.								Ultrafast Photoluminescence from Graphene								PHYSICAL REVIEW LETTERS				105	12					127404	10.1103/PhysRevLett.105.127404			SEP 16 2010	2010										2213							WOS:000282137400009		
J	Sun, Xiaoming; Liu, Zhuang; Welsher, Kevin; Robinson, Joshua Tucker; Goodwin, Andrew; Zaric, Sasa; Dai, Hongjie								Nano-Graphene Oxide for Cellular Imaging and Drug Delivery								NANO RESEARCH				1	3			203	212		10.1007/s12274-008-8021-8			SEP 2008	2008										2176							WOS:000207467200003		
J	Zhang, Yuanbo; Tang, Tsung-Ta; Girit, Caglar; Hao, Zhao; Martin, Michael C.; Zettl, Alex; Crommie, Michael F.; Shen, Y. Ron; Wang, Feng								Direct observation of a widely tunable bandgap in bilayer graphene								NATURE				459	7248			820	823		10.1038/nature08105			JUN 11 2009	2009										2147							WOS:000267084500034		
J	Xu, Mingsheng; Liang, Tao; Shi, Minmin; Chen, Hongzheng								Graphene-Like Two-Dimensional Materials								CHEMICAL REVIEWS				113	5			3766	3798		10.1021/cr300263a			MAY 2013	2013										2116							WOS:000318892600022		
J	Fu, Liang; Kane, C. L.								Topological insulators with inversion symmetry								PHYSICAL REVIEW B				76	4					045302	10.1103/PhysRevB.76.045302			JUL 2007	2007										2106							WOS:000248540000055		
J	Wan, Xiangang; Turner, Ari M.; Vishwanath, Ashvin; Savrasov, Sergey Y.								Topological semimetal and Fermi-arc surface states in the electronic structure of pyrochlore iridates								PHYSICAL REVIEW B				83	20					205101	10.1103/PhysRevB.83.205101			MAY 2 2011	2011										2105							WOS:000290120500002		
J	Kim, Hyunwoo; Abdala, Ahmed A.; Macosko, Christopher W.								Graphene/Polymer Nanocomposites								MACROMOLECULES				43	16			6515	6530		10.1021/ma100572e			AUG 24 2010	2010										2077							WOS:000280855000001		
J	Li, Xuesong; Zhu, Yanwu; Cai, Weiwei; Borysiak, Mark; Han, Boyang; Chen, David; Piner, Richard D.; Colombo, Luigi; Ruoff, Rodney S.								Transfer of Large-Area Graphene Films for High-Performance Transparent Conductive Electrodes								NANO LETTERS				9	12			4359	4363		10.1021/nl902623y			DEC 2009	2009										2074							WOS:000272395400069		
J	Butt, HJ; Cappella, B; Kappl, M								Force measurements with the atomic force microscope: Technique, interpretation and applications								SURFACE SCIENCE REPORTS				59	1-6			1	152		10.1016/j.surfrep.2005.08.003			OCT 2005	2005										2065							WOS:000233706500001		
J	Yoo, EunJoo; Kim, Jedeok; Hosono, Eiji; Zhou, Hao-shen; Kudo, Tetsuichi; Honma, Itaru								Large reversible Li storage of graphene nanosheet families for use in rechargeable lithium ion batteries								NANO LETTERS				8	8			2277	2282		10.1021/nl800957b			AUG 2008	2008										2058							WOS:000258440700028		
J	Hsieh, D.; Qian, D.; Wray, L.; Xia, Y.; Hor, Y. S.; Cava, R. J.; Hasan, M. Z.								A topological Dirac insulator in a quantum spin Hall phase								NATURE				452	7190			970	U5		10.1038/nature06843			APR 24 2008	2008										2057							WOS:000255208600034		
J	Georgakilas, Vasilios; Otyepka, Michal; Bourlinos, Athanasios B.; Chandra, Vimlesh; Kim, Namdong; Kemp, K. Christian; Hobza, Pavel; Zboril, Radek; Kim, Kwang S.								Functionalization of Graphene: Covalent and Non-Covalent Approaches, Derivatives and Applications								CHEMICAL REVIEWS				112	11			6156	6214		10.1021/cr3000412			NOV 2012	2012										2019							WOS:000311239600017		
J	Bunch, J. Scott; van der Zande, Arend M.; Verbridge, Scott S.; Frank, Ian W.; Tanenbaum, David M.; Parpia, Jeevak M.; Craighead, Harold G.; McEuen, Paul L.								Electromechanical resonators from graphene sheets								SCIENCE				315	5811			490	493		10.1126/science.1136836			JAN 26 2007	2007										2009							WOS:000243726600039		
J	Si, Yongchao; Samulski, Edward T.								Synthesis of water soluble graphene								NANO LETTERS				8	6			1679	1682		10.1021/nl080604h			JUN 2008	2008										2001							WOS:000256742000021		
J	Xu, Yuxi; Sheng, Kaixuan; Li, Chun; Shi, Gaoquan								Self-Assembled Graphene Hydrogel via a One-Step Hydrothermal Process								ACS NANO				4	7			4324	4330		10.1021/nn101187z			JUL 2010	2010										1996							WOS:000280364800094		
J	Loh, Kian Ping; Bao, Qiaoliang; Eda, Goki; Chhowalla, Manish								Graphene oxide as a chemically tunable platform for optical applications								NATURE CHEMISTRY				2	12			1015	1024		10.1038/NCHEM.907			DEC 2010	2010										1986							WOS:000284527300008		
J	Yin, Zongyou; Li, Hai; Li, Hong; Jiang, Lin; Shi, Yumeng; Sun, Yinghui; Lu, Gang; Zhang, Qing; Chen, Xiaodong; Zhang, Hua								Single-Layer MoS2 Phototransistors								ACS NANO				6	1			74	80		10.1021/nn2024557			JAN 2012	2012										1985							WOS:000299368300010		
J	Paul, D. R.; Robeson, L. M.								Polymer nanotechnology: Nanocomposites								POLYMER				49	15			3187	3204		10.1016/j.polymer.2008.04.017			JUL 7 2008	2008										1962							WOS:000257827800001		
J	Xiao, Di; Liu, Gui-Bin; Feng, Wanxiang; Xu, Xiaodong; Yao, Wang								Coupled Spin and Valley Physics in Monolayers of MoS2 and Other Group-VI Dichalcogenides								PHYSICAL REVIEW LETTERS				108	19					196802	10.1103/PhysRevLett.108.196802			MAY 7 2012	2012										1958							WOS:000303662500015		
J	Du, Xu; Skachko, Ivan; Barker, Anthony; Andrei, Eva Y.								Approaching ballistic transport in suspended graphene								NATURE NANOTECHNOLOGY				3	8			491	495		10.1038/nnano.2008.199			AUG 2008	2008										1944							WOS:000258325800014		
J	Eda, Goki; Yamaguchi, Hisato; Voiry, Damien; Fujita, Takeshi; Chen, Mingwei; Chhowalla, Manish								Photoluminescence from Chemically Exfoliated MoS2								NANO LETTERS				11	12			5111	5116		10.1021/nl201874w			DEC 2011	2011										1933							WOS:000297950200003		
J	Kuilla, Tapas; Bhadra, Sambhu; Yao, Dahu; Kim, Nam Hoon; Bose, Saswata; Lee, Joong Hee								Recent advances in graphene based polymer composites								PROGRESS IN POLYMER SCIENCE				35	11			1350	1375		10.1016/j.progpolymsci.2010.07.005			NOV 2010	2010										1933							WOS:000287347200003		
J	Singh, Virendra; Joung, Daeha; Zhai, Lei; Das, Soumen; Khondaker, Saiful I.; Seal, Sudipta								Graphene based materials: Past, present and future								PROGRESS IN MATERIALS SCIENCE				56	8			1178	1271		10.1016/j.pmatsci.2011.03.003			OCT 2011	2011										1928							WOS:000292470300002		
J	Shao, Yuyan; Wang, Jun; Wu, Hong; Liu, Jun; Aksay, Ilhan A.; Lin, Yuehe								Graphene Based Electrochemical Sensors and Biosensors: A Review								ELECTROANALYSIS				22	10			1027	1036		10.1002/elan.200900571			MAY 2010	2010										1916							WOS:000278425900001		
J	Wei, Dacheng; Liu, Yunqi; Wang, Yu; Zhang, Hongliang; Huang, Liping; Yu, Gui								Synthesis of N-Doped Graphene by Chemical Vapor Deposition and Its Electrical Properties								NANO LETTERS				9	5			1752	1758		10.1021/nl803279t			MAY 2009	2009										1914							WOS:000266157100005		
J	Das Sarma, S.; Adam, Shaffique; Hwang, E. H.; Rossi, Enrico								Electronic transport in two-dimensional graphene								REVIEWS OF MODERN PHYSICS				83	2			407	470		10.1103/RevModPhys.83.407			MAY 16 2011	2011										1891							WOS:000290730200001		
J	Chen, Jian-Hao; Jang, Chaun; Xiao, Shudong; Ishigami, Masa; Fuhrer, Michael S.								Intrinsic and extrinsic performance limits of graphene devices on SiO2								NATURE NANOTECHNOLOGY				3	4			206	209		10.1038/nnano.2008.58			APR 2008	2008										1871							WOS:000254744300011		
J	Liu, Chenguang; Yu, Zhenning; Neff, David; Zhamu, Aruna; Jang, Bor Z.								Graphene-Based Supercapacitor with an Ultrahigh Energy Density								NANO LETTERS				10	12			4863	4868		10.1021/nl102661q			DEC 2010	2010										1866							WOS:000284990900015		
